X,Y
0,149.5
0.012469538,149.6626809
0.012469538,149.8603715
0.049850758,149.8852969
0.037292923,149.9288687
0.031584829,149.9633076
0.043381574,150.0007908
0.051372914,150.048168
0.060886424,150.1042977
0.012469538,150.1347409
0.012469538,150.7755705
0.012469538,151.4080281
0.048328601,151.4321924
0.055178306,151.4839459
0.081055054,151.5520625
0.050992369,151.6180863
0.090949084,151.689057
0.117206353,151.7931347
0.021310254,151.862393
0.096276645,151.9211865
0.095515566,152.0170826
0.057461553,152.0935711
0.082577211,152.1635905
0.012469538,152.2048791
0.012469538,152.4997977
0.012469538,152.7794947
0.15830468,152.858647
0.15107443,153.0133366
0.046045354,153.1118965
0.072683156,153.1712607
0.064311282,153.2397579
0.030443206,153.2871352
0.028159971,153.3164368
0.056319929,153.3586767
0.060125346,153.4168994
0.074585858,153.484255
0.057461553,153.5502787
0.102365296,153.6301921
0.205491657,153.7841206
0.012469538,153.8868664
0.012469538,154.099398
0.012469538,154.3046994
0.043762107,154.3265805
0.052134005,154.3745285
0.084860433,154.4430258
0.083718834,154.5273154
0.012469538,154.5691748
0.012469538,154.6681152
0.012469538,154.7944546
0.191031133,154.8899701
0.012469538,154.9854857
0.012469538,155.1207677
0.012469538,155.2746962
0.052514525,155.3009534
0.053275616,155.3538485
0.055178318,155.4080755
0.081055042,155.4761922
0.067355608,155.5503975
0.054797773,155.6114742
,
,
,
0.084860446,157.3747068
0.064691828,157.4494829
0.04490373,157.5042807
0.062028035,157.5577466
0.116064729,157.6467929
0.068497219,157.7390739
0.078771807,157.8127084
0.083338289,157.8937635
0.105029063,157.9879472
,
,
,
0.153357665,158.7518814
0.012469538,158.8285603
0.012469538,158.9937147
0.012469538,159.1817015
0.103126374,159.2332647
0.012469538,159.2848279
0.012469538,159.4052688
0.012469538,159.609048
0.100082048,159.659089
0.070780466,159.7445203
0.093612864,159.826717
0.107312311,159.9271796
0.07458587,160.0181286
0.156021445,160.1334323
0.140799829,160.2818429
0.114923118,160.4097044
0.113400949,160.5238665
0.347813668,160.7544738
0.012469538,160.9283806
0.012469538,160.9808951
0.012469538,161.0231351
0.074585858,161.060428
0.012469538,161.0977209
0.012469538,161.1391998
0.012469538,161.1841035
0.048709134,161.2084581
0.012469538,161.2328127
0.012469538,161.2799996
0.012469538,161.3298504
0.058603177,161.359152
0.012469538,161.3884536
0.012469538,161.42118
0.012469538,161.4607562
0.061266957,161.4913897
0.012469538,161.5220232
0.012469538,161.5478999
0.012469538,161.5829096
0.066213984,161.6160166
0.012469538,161.6491236
0.012469538,162.0892182
0.012469538,162.5943852
0.128622552,162.6586965
0.1194896,162.7827525
0.199403018,162.9421989
0.012469538,163.0419004
0.012469538,163.3288276
0.012469538,163.6283127
0.101984738,163.679305
0.093612877,163.7771039
0.156021445,163.901921
0.135472282,164.0476679
0.107312311,164.1690602
0.093612864,164.2695228
0.139658218,164.3861583
0.012469538,164.4559874
0.012469538,165.1441942
0.012469538,165.846481
0.23555433,165.9642581
0.122533913,166.1433023
0.109595558,166.259367
0.097037723,166.3626836
0.093612877,166.4580089
0.086002057,166.5478164
0.04223995,166.6119374
0.070019388,166.6680671
0.050992369,166.7285729
0.083718822,166.7959285
0.0597448,166.8676604
0.088665849,166.9418657
0.012469538,166.9861986
0.012469538,168.0155596
,
,
,
0.012469538,170.862951
0.012469538,170.9852946
0.143083089,171.0568362
0.060125333,171.1584404
0.068497219,171.2227516
0.04223995,171.2781202
0.058983722,171.3287321
0.053275616,171.3848617
0.037292935,171.430146
0.094754488,171.4961697
0.012469538,171.543547
0.012469538,171.7562689
0.012469538,171.966327
0.122153368,172.0274037
0.218430025,172.1976954
0.149552261,172.3816865
0.427727086,172.6703262
0.122153381,172.9452665
0.073444234,173.0430653
0.043762119,173.1016684
0.039956715,173.1435279
0.16096846,173.2439904
0.154499288,173.4017243
0.096276645,173.5271123
0.060886424,173.6056938
0.052514525,173.6623943
0.065833439,173.7215683
0.112259338,173.8106147
0.053656149,173.8935724
0.127100408,173.9839507
0.109595545,174.1022987
0.086382602,174.2002877
0.158304692,174.3226314
0.03957617,174.4215718
0.04756751,174.4651437
0.042620495,174.5102377
0.012469538,174.5315479
0.012469538,174.584443
0.012469538,174.6339132
0.436479517,174.8521529
0.012469538,175.0703927
0.012469538,175.993583
,
,
,
0.07648856,184.5650587
0.10464853,184.6556273
0.139277685,184.7775904
0.056319929,184.8753892
0.030062673,184.9185805
0.057461553,184.9623426
0.085621524,185.0338841
0.074966403,185.1141781
0.067736141,185.1855294
0.052133993,185.2454644
0.095896112,185.3194795
0.068877764,185.4018664
0.037292923,185.4549518
0.075727481,185.511462
0.041478872,185.5700651
0.012469538,185.5908046
0.012469538,186.0308992
0.012469538,186.4862155
0.070780454,186.5216057
0.073444246,186.593718
0.081055042,186.6709677
0.086002069,186.7544962
0.057842098,186.8264183
0.089807461,186.9002431
0.073444246,186.981869
0.049470212,187.0433262
0.067355595,187.1017391
0.037673468,187.1542536
0.012469538,187.1730904
0.012469538,187.3020935
0.012469538,187.3713517
0.044903743,187.3938036
0.054797773,187.4436544
0.012469538,187.4710533
0.012469538,187.5734186
0.012469538,187.6544736
0.109595545,187.7092714
0.031204296,187.7796713
0.02739888,187.8089729
0.054797773,187.8500712
0.046425899,187.900683
0.088285304,187.9680386
0.067355595,188.0458591
0.094754488,188.1269141
0.078771807,188.2136773
0.055939396,188.2810329
0.012469538,188.3090026
0.012469538,188.388916
0.012469538,188.4737765
0.088285304,188.5179191
0.012469538,188.5620618
0.012469538,188.6518692
0.012469538,188.7454821
0.079913418,188.7854388
0.068497231,188.8596441
0.012469538,188.8938927
0.012469538,189.3745149
0.012469538,189.8551371
0.058983722,189.8846289
0.053275604,189.9407586
0.012469538,189.9673964
0.012469538,190.1757421
0.012469538,190.3452727
0.043762107,190.3671538
0.012469538,190.3890348
0.012469538,190.4742758
0.012469538,190.5762606
0.03234592,190.5924335
0.06697505,190.642094
0.038815092,190.6949891
0.050992381,190.7398928
0.042620495,190.7866992
0.012469538,190.8080095
0.012469538,190.8995294
0.012469538,190.9948547
0.072302623,191.031006
0.053656162,191.0939854
0.012469538,191.1208135
0.012469538,191.2680825
0.012469538,191.4225818
0.041098339,191.4431309
0.050992369,191.4891763
0.052514538,191.5409297
0.022451865,191.5784129
0.092471241,191.6358745
0.033487531,191.6988539
0.015221603,191.7232084
0.097037735,191.7793381
0.0597448,191.8577294
0.059744788,191.9174742
0.070399921,191.9825465
0.0597448,192.0476189
0.063550204,192.1092664
0.057081008,192.169582
0.012469538,192.1981225
0.012469538,192.5910302
0.012469538,192.9926903
0.090949084,193.0381648
0.082196665,193.1247377
0.111117702,193.2213949
0.076108027,193.3150077
0.037292935,193.3717082
0.053656149,193.4171828
0.012469538,193.4440108
0.012469538,193.7027781
0.012469538,193.95774
0.06963883,193.9925594
0.086382615,194.0705701
0.10464853,194.1660857
0.103506907,194.2701634
0.113400949,194.3786173
0.245448372,194.558042
0.065072361,194.7133024
0.047186978,194.769432
0.035390221,194.8107206
0.066975062,194.8619033
0.046045354,194.9184135
0.043762119,194.9633172
0.043762107,195.0070793
0.020929709,195.0394252
0.063930737,195.0818555
0.052133993,195.1398878
0.124436615,195.2281731
,
,
,
0.196739238,196.2073028
0.068877752,196.3401113
0.076869105,196.4129848
0.081055042,196.4919468
0.141180387,196.6030646
0.060125333,196.7037174
0.105790154,196.7866752
0.183039792,196.9310901
0.100082048,197.0726511
0.012469538,197.1226921
0.012469538,197.1892866
0.012469538,197.2631114
0.050231303,197.288227
0.012469538,197.3133427
0.012469538,197.3892604
0.012469538,197.449576
0.041098326,197.4701252
0.059364255,197.5203565
0.048709134,197.5743932
0.124817161,197.6611563
0.103506907,197.7753184
0.082196665,197.8681702
0.047186978,197.932862
0.083718822,197.9983149
0.117586886,198.0989677
0.111878793,198.2137006
0.092090708,198.3156853
0.058983722,198.3912225
0.105790154,198.4736095
0.131286332,198.5921477
0.100843127,198.7082124
0.082196665,198.7997323
0.10464853,198.8931549
0.133189034,199.0120737
0.087524226,199.1224303
0.25305918,199.2927221
0.012469538,199.4192516
0.012469538,199.8072123
0.012469538,200.2024032
0.114923106,200.2598647
0.143083089,200.3888678
0.063930737,200.4923748
0.082196665,200.5654385
0.094754488,200.653914
0.079913418,200.741248
0.073444246,200.8179268
0.038815092,200.8740565
0.050992369,200.9189602
0.086002069,200.9874574
0.098559879,201.0797384
0.012469538,201.1290183
0.012469538,201.2005599
0.012469538,201.282376
0.087143693,201.3259479
0.012469538,201.3695197
0.012469538,201.5312492
0.012469538,201.6887929
0.079532885,201.7285593
0.012469538,201.7683257
0.012469538,201.9818087
0.012469538,202.2013804
0.094754488,202.2487576
0.038434546,202.3153521
0.042620495,202.3558797
0.119870133,202.437125
0.058222631,202.5261714
0.036151311,202.5733583
0.035390233,202.6091291
0.028540504,202.6410945
0.069638843,202.6901842
0.097418268,202.7737127
0.090949084,202.8678964
0.067355608,202.9470487
0.070780454,203.0161168
0.050231291,203.0766226
0.058603177,203.1310399
0.049850758,203.1852668
0.06240858,203.2413965
0.012469538,203.2726008
0.012469538,203.9231341
0.012469538,204.5641539
0.102745829,204.6155268
0.109215013,204.7215073
0.146127402,204.8491785
0.138516607,204.9915005
0.164393318,205.1429554
0.227182456,205.3387433
0.094373943,205.4995215
0.072683156,205.5830501
0.06240858,205.6505959
0.304051549,205.833826
0.167057111,206.0693803
0.460453527,206.3831357
0.235173797,206.7309493
0.294538039,206.9958052
0.159446303,207.2227974
0.114923118,207.3599821
0.064691815,207.4497896
0.065072361,207.5146717
0.100843127,207.5976294
0.127100396,207.7116012
0.146411857,207.8483573
0.012469538,207.9215632
0.012469538,207.9465847
0.012469538,208.0323965
0.217668947,208.141231
0.068877764,208.2845043
0.075727481,208.3568069
0.050231291,208.4197863
0.012469538,208.444902
0.012469538,208.5794229
0.012469538,208.8079372
0.345149888,208.9805122
0.211960841,209.2590675
0.142321998,209.436209
0.100843127,209.5577915
0.06240858,209.6394174
0.073444246,209.7073438
0.093612864,209.7908723
0.099701503,209.8875295
0.106170699,209.9904656
0.230607302,210.1588546
0.306715329,210.4275159
0.012469538,210.5808736
0.012469538,210.7142529
0.012469538,210.9012884
0.204350033,211.0034634
0.167057111,211.189167
0.183420337,211.3644057
0.304432082,211.6083319
0.304432094,211.912764
0.165915487,212.1479378
0.123294992,212.292543
0.066975062,212.3876781
0.113781495,212.4780563
0.276652656,212.6732734
0.012469538,212.8115997
0.012469538,213.0517205
0.012469538,213.2693895
0.227943535,213.3833612
0.176951141,213.5858086
0.183800883,213.7661846
0.261811586,213.9889908
0.164393331,214.2020933
0.139658218,214.3541191
0.195597627,214.521747
0.127480928,214.6832863
0.117206353,214.8056299
0.095896112,214.9121811
0.173526295,215.0468923
0.314326124,215.2908185
0.156782523,215.5263729
0.298343456,215.7539359
0.254200791,216.030208
0.097037723,216.2058272
0.195597615,216.3521449
0.092851786,216.4963696
0.089807473,216.5876992
0.113020416,216.6891132
0.249634309,216.8704405
0.218430025,217.1044727
0.128242007,217.2778087
0.103506919,217.3936832
0.150693884,217.5207836
0.16096846,217.6766148
0.084860446,217.7995292
0.066213984,217.8750664
0.065833439,217.9410901
0.090949084,218.0194814
0.113781495,218.1218467
0.165534942,218.2615049
0.132047423,218.4102961
0.092471241,218.5225554
0.044903743,218.5912429
0.049850745,218.6386202
0.107312311,218.7172017
0.092471253,218.8170935
0.063169659,218.8949139
0.053656149,218.9533268
0.10464853,219.0324792
0.177331699,219.1734693
0.202066799,219.3631685
0.146888481,219.5376462
0.086002057,219.6540914
0.070019388,219.7321022
0.081435587,219.8078297
0.130525254,219.9138101
0.184561948,220.0713537
0.13356958,220.2304194
0.064691815,220.3295501
0.068877764,220.3963349
0.110737169,220.4861424
0.012469538,220.541511
0.012469538,220.8314825
0.012469538,221.1100379
0.065072361,221.1425741
0.063550192,221.2068854
0.012469538,221.2386605
0.012469538,221.5234947
0.012469538,221.7809301
0.096276657,221.8290684
0.068497219,221.9114554
0.049850745,221.9706294
0.113400962,222.0522552
0.012469538,222.1089557
0.012469538,222.2735393
0.012469538,222.4480169
0.151074417,222.5235541
0.012469538,222.5990914
0.012469538,222.8146673
0.012469538,223.0055082
0.135852814,223.0734346
0.096276645,223.1894993
0.012469538,223.2376377
0.012469538,223.3664505
0.012469538,223.4769974
0.143463622,223.5487292
0.012469538,223.620461
0.012469538,223.7270122
0.012469538,223.8423159
0.081055042,223.8828434
0.089807473,223.9682747
0.099701503,224.0630292
0.154499288,224.1901296
0.151074417,224.3429164
0.180756557,224.5088319
0.163251707,224.680836
0.155640899,224.8402823
0.117586898,224.9768962
0.072302623,225.071841
0.105790154,225.1608874
0.132047411,225.2798062
0.100082048,225.3958709
0.098179346,225.4950016
0.157543614,225.6228631
0.154118743,225.7786943
0.012469538,225.8557536
0.012469538,226.0174832
0.012469538,226.1666549
0.264094834,226.2987023
0.211960841,226.5367301
0.329167194,226.8072942
0.203208422,227.073482
0.273227798,227.3117001
0.430010333,227.6633191
0.248492685,228.0025707
0.199403018,228.2265185
0.788098564,228.7202693
0.286927244,229.2577822
0.344008264,229.57325
0.203208422,229.8468583
0.469205945,230.1830655
0.012469538,230.4176685
0.012469538,231.5590985
0.012469538,232.7366799
0.599731224,233.0365455
0.122533913,233.3976781
0.109595545,233.5137428
0.124817161,233.6309491
0.076869105,233.7317923
0.146127402,233.8432905
0.234793239,234.0337509
0.104267998,234.2032815
0.119870133,234.3153505
0.105790154,234.4281807
0.092471241,234.5273114
0.106931778,234.6270129
0.012469538,234.6804788
0.012469538,235.0572135
,
,
,
0.0597448,237.6907413
0.036151311,237.7386894
0.032345908,237.772938
0.061266957,237.8197444
0.078771807,237.8897638
0.148410637,238.003355
0.101223672,238.1281722
0.114542573,238.2360553
0.073444246,238.3300487
0.167057111,238.4502994
0.273227798,238.6704418
0.445231924,239.0296717
0.060886424,239.2827309
0.132047411,239.3791978
0.188367352,239.5394052
0.012469538,239.6335888
0.012469538,239.9709377
0.012469538,240.3181805
0.275511045,240.455936
0.051372914,240.619378
0.063550204,240.6768396
0.426204917,240.9217171
0.066213984,241.1679266
0.036151311,241.2191092
0.086382602,241.2803762
0.151835508,241.3994852
0.073444234,241.5121251
0.199403018,241.6485487
0.052514538,241.7745075
0.04756751,241.8245485
0.044523197,241.8705939
0.154879821,241.9702954
0.107312311,242.1013915
0.140799842,242.2254475
0.053656162,242.3226755
0.103506907,242.4012571
0.107312311,242.5066667
0.092471241,242.6065585
0.284263464,242.7949258
0.165915487,243.0200153
0.08181612,243.1438811
0.066213984,243.2178961
0.060886424,243.2814463
0.115303651,243.3695414
0.109215013,243.4818007
0.045284263,243.5590504
0.046045354,243.6047152
0.068497219,243.6619864
0.135852827,243.7641615
0.084860446,243.8745181
0.093612864,243.9637548
0.079532885,244.0503276
0.055178318,244.1176832
0.113400949,244.2019729
0.050992369,244.2841695
0.054797785,244.3370646
0.050992369,244.3899597
0.055178318,244.443045
0.117206353,244.5292374
0.048328589,244.6120048
0.052514538,244.6624264
0.071160999,244.7242642
0.057461565,244.7885754
0.066213972,244.8504132
0.086002069,244.9265212
0.075727481,245.007386
0.047948056,245.0692238
0.060505878,245.1234507
0.055178318,245.1812928
0.058603177,245.2381836
0.053656149,245.2943133
0.054797773,245.3485402
0.078391261,245.4151347
0.141180387,245.5249206
0.058222631,245.6246221
0.062789126,245.6851279
0.049470212,245.7412576
0.04756751,245.7897765
0.053656162,245.8403883
0.064691815,245.8995623
0.06240858,245.9631125
0.083718822,246.0361762
0.070019376,246.1130453
0.065833439,246.1809717
0.034629155,246.231203
0.051372914,246.274204
0.108453934,246.3541175
0.097037723,246.4568633
0.139658218,246.5752113
0.088665849,246.6893733
0.095896112,246.7816543
0.084099367,246.871652
0.088285304,246.9578443
0.169340346,247.0866572
0.081055042,247.2118549
0.127100396,247.3159326
0.076108027,247.4175368
0.068877752,247.4900297
0.076108027,247.5625226
0.090949084,247.6460511
0.012469538,247.6915257
0.012469538,248.1192528
0.012469538,248.5180588
0.065072361,248.550595
0.062028035,248.6141452
0.04756751,248.6689429
0.092471253,248.7389623
0.060886411,248.8156412
0.079913431,248.8860411
0.043381574,248.9476886
0.067736128,249.0032474
0.052134005,249.0631825
0.061266957,249.119883
0.049850745,249.1754418
0.069638843,249.2351866
0.07724965,249.3086309
0.086002057,249.3902567
0.056319942,249.4614177
0.055939396,249.5175474
0.055178318,249.5731063
0.046045354,249.6237181
0.057081008,249.6752813
0.057842098,249.7327428
0.043381574,249.7833547
0.060125333,249.8351081
0.081816132,249.9060788
0.049089667,249.9715317
0.060886424,250.0265198
0.070780454,250.0923532
0.131286345,250.1933866
0.072302623,250.2951811
0.054797773,250.3587313
0.04490373,250.4085821
0.050992381,250.4565301
0.103506907,250.5337798
0.066213972,250.6186402
0.076108027,250.6898012
0.052514538,250.7541125
0.054797773,250.8077686
0.055939396,250.8631372
0.047186978,250.9147004
0.049089667,250.9628387
0.033106998,251.0039371
0.035009688,251.0379954
0.041478872,251.0762397
0.026257269,251.1101078
0.052514538,251.1494937
0.049470212,251.200486
0.047186965,251.2488146
0.050231303,251.2975238
0.060125333,251.3527021
0.071922077,251.4187258
0.047186978,251.4782803
0.067736141,251.5357419
0.113400949,251.6263104
0.052133993,251.7090779
0.031584829,251.7509373
0.03691239,251.7851859
0.035390233,251.8213372
0.050992381,251.8645285
0.062028035,251.9210387
0.196358693,252.0502321
0.095515566,252.1961692
0.046045354,252.2669497
0.048709134,252.3143269
0.026257269,252.3518101
0.041098339,252.3854879
0.033868064,252.4229711
0.012469538,252.4399052
0.012469538,252.6282725
0.012469538,252.8090291
0.037292935,252.8276755
0.041098326,252.8668712
0.037292935,252.9060668
0.03272644,252.9410765
0.060886424,252.9878829
0.064691815,253.050672
0.050231291,253.1081336
0.06240858,253.1644535
0.043762119,253.2175389
0.108073389,253.2934566
0.088665849,253.3918263
0.07230261,253.4723105
0.076108027,253.5465158
0.072302623,253.6207211
0.046045354,253.6798951
0.031584829,253.7187102
0.074585858,253.7717956
0.123294992,253.870736
0.050992381,253.9578797
0.031584829,253.9991683
0.053656149,254.0417888
0.060886424,254.09906
0.073444246,254.1662254
0.056319929,254.2311075
0.054797773,254.2866663
0.056319942,254.3422252
0.063169659,254.40197
0.051372914,254.4592413
0.054797773,254.5123266
0.043381574,254.5614163
0.054036694,254.6101254
0.089807473,254.6820475
0.044523185,254.7492128
0.042620495,254.7927847
0.0597448,254.8439673
0.109595545,254.9286375
0.098940437,255.0329055
0.100843127,255.1327973
0.137374971,255.2519063
0.066975062,255.3540813
0.083338289,255.429238
0.123675537,255.5327449
0.090949084,255.6400572
0.107692856,255.7393782
0.119109043,255.8527791
0.088665849,255.9566666
0.056319942,256.0291595
0.050992369,256.0828156
0.012469538,256.1083118
0.012469538,256.243023
0.012469538,256.3762121
0.063930737,256.4081774
0.056319942,256.4683028
0.270183472,256.6315545
0.081435587,256.807364
0.050992381,256.873578
0.058603177,256.9283758
0.07230261,256.9938287
0.047186978,257.0535735
0.052514538,257.1034242
0.041098326,257.1502306
0.071160999,257.2063603
0.039956715,257.2619192
0.052133993,257.3079645
0.073444246,257.3707536
0.046425887,257.4306887
0.073444246,257.4906238
0.04756751,257.5511297
0.105790154,257.6278085
0.117586898,257.739497
0.06431127,257.8304461
0.045284276,257.8852439
0.056319942,257.936046
0.065833439,257.9971227
0.061266957,258.0606729
0.064691815,258.1236523
0.047186978,258.1795916
0.012469538,258.2031851
0.012469538,258.5015286
0.012469538,258.8093855
0.068497219,258.8436341
0.028921049,258.8923433
0.065833401,258.9397205
0.061266957,259.0032707
0.057081057,259.0624447
0.072302623,259.1271365
0.041478922,259.1840273
0.052133893,259.2308337
0.068497294,259.2911493
0.048709134,259.3497525
0.04490368,259.3965589
0.118728584,259.4783751
0.115684147,259.5955814
0.057461503,259.6821542
0.053656174,259.7377131
0.05479776,259.7919401
0.049850845,259.8442644
0.057080933,259.8977302
0.082577273,259.9675593
0.012469538,260.008848
0.012469538,260.6978158
0.012469538,261.4004831
0.052134017,261.4265501
0.036151311,261.4706928
0.035009725,261.5062733
0.041098227,261.5443273
0.042620508,261.5861867
0.033487569,261.6242407
0.033868139,261.6579186
0.047186853,261.698446
0.028540529,261.7363097
0.040337335,261.7707487
0.057080933,261.8194578
0.012469538,261.8479983
0.012469538,262.3417491
0.012469538,262.8667042
0.167437594,262.950423
0.184562011,263.1264228
0.022451903,263.2299297
0.057080933,263.2696962
0.050992431,263.3237328
0.074966366,263.3867122
0.083338289,263.4658646
0.210819242,263.6129433
0.045284251,263.7409951
0.055939471,263.7916069
0.079913406,263.8595334
0.012469538,263.8994901
0.012469538,264.4569813
0.012469538,265.0414909
0.05479776,265.0688898
0.067355583,265.1299665
0.057461628,265.1923751
0.104648481,265.2734301
0.04985072,265.3506797
0.0597448,265.4054775
0.062789113,265.4667445
0.062028097,265.5291531
0.050231291,265.5852828
0.052134017,265.6364654
0.052133893,265.6885994
0.077630233,265.7534814
0.032726428,265.8086598
0.053275604,265.8516608
0.070780466,265.9136888
0.113781545,266.0059698
0.012469538,266.0628606
0.012469538,266.2771047
0.012469538,266.5202698
0.084860446,266.5627
0.084860446,266.6475605
0.151074442,266.7655279
0.088285204,266.8852077
0.153357739,267.0060292
0.107312223,267.1363642
0.096276682,267.2381587
0.05936423,267.3159791
0.049850845,267.3705866
0.072683068,267.4318536
0.099701565,267.5180459
0.191031083,267.6634122
0.105790192,267.8118229
0.093232369,267.9113342
0.084099305,268
