bed_center_elev,bed_thickness
180.8432469,0.074813728
180.9345106,0.107713738
181.0565711,0.136407359
181.1961333,0.142716954
181.3459491,0.156914651
181.4933982,0.137983631
181.5973182,0.069856192
181.6719065,0.079320582
181.7527294,0.082325142
181.8608187,0.133853476
181.9904658,0.125440689
182.1041136,0.101854834
182.2124282,0.114774475
182.3561968,0.172762624
182.5210724,0.156988644
182.6640898,0.129046165
182.8125905,0.167955319
182.9412611,0.089385879
183.0275673,0.083226515
183.1179297,0.09749821
183.2176062,0.101854834
183.3714401,0.205812864
183.5571223,0.165551661
183.6868445,0.093892734
183.7775825,0.087583138
183.8726019,0.102455746
183.9619127,0.076165782
184.0383789,0.076766699
184.130544,0.107563512
184.280547,0.192442537
184.4547368,0.155937046
184.6078195,0.150228368
184.7481328,0.130398225
184.8726722,0.118680412
185.0099809,0.155937046
185.1869499,0.19800099
185.3536283,0.13535576
185.4594642,0.076316008
185.564624,0.134003706
185.7412926,0.219333417
185.9051166,0.108314654
185.9992347,0.079921494
186.0957564,0.11312196
186.1890482,0.073461674
186.2545478,0.057537463
186.3605339,0.154434761
186.4377513,0.004922683
187.7041764,0.004922683
188.9690993,0.004922683
188.9992952,0.060391802
189.0798176,0.10065301
189.1606405,0.060992714
189.2169761,0.051678559
189.2696312,0.05363153
189.3446702,0.096446612
189.4229392,0.060091346
189.4871618,0.068353907
,
,
,
189.8528928,0.053781756
189.9206458,0.081724235
189.9875725,0.052129241
190.0363216,0.045368969
190.0801132,0.042214174
,
,
,
190.5896878,0.057237007
190.6554127,0.074212816
190.7710886,0.157138875
190.8911962,0.083076284
190.9962058,0.126942974
191.1077504,0.096146156
191.2111075,0.110568077
191.2991413,0.065499573
191.3636644,0.063546597
191.4658197,0.140763983
191.7092647,0.346126161
191.9714132,0.178170842
192.1870661,0.253134805
192.3487869,0.070306874
192.4295347,0.09118862
192.5090806,0.067903221
192.5852464,0.084428343
192.6841717,0.113422421
192.775811,0.069856192
192.8543054,0.087132452
192.9306214,0.065499568
193.0037826,0.080822862
193.1804512,0.272514262
193.3548663,0.076316008
193.4440268,0.102005064
193.5216198,0.053180844
193.6203198,0.144219234
193.7785103,0.172161712
193.8947119,0.060241581
193.9791403,0.108615115
194.0738593,0.080822828
194.1406358,0.052730158
194.1937415,0.05348131
194.2391856,0.037406879
194.2778694,0.039960718
194.3182808,0.040862159
194.379574,0.08172422
194.4642277,0.087583148
194.5533131,0.090587708
194.6503606,0.103507339
194.8010397,0.197850759
194.9732765,0.146622857
195.1804414,0.267706981
195.3374301,0.046270317
195.4027043,0.084278108
195.4996767,0.109666748
195.5895133,0.070006413
195.6558391,0.062645229
195.7602478,0.146172185
195.8687878,0.070907805
195.9233207,0.038157982
195.9621547,0.039510095
196.0026413,0.041463022
196.0535687,0.060391773
196.1029938,0.038458462
196.2792868,0.314127539
196.4746588,0.076616444
196.5354262,0.044918303
196.5935646,0.071358477
196.6538813,0.049274926
196.7597172,0.162396857
196.8928195,0.103807771
196.9942236,0.099000524
197.0986324,0.109816939
197.2316916,0.15630159
197.3695261,0.119367437
197.5104083,0.162396857
197.6523741,0.121534796
197.7791669,0.13205073
197.9295455,0.168706456
198.0643754,0.100953451
198.1783987,0.127093194
198.2729675,0.062044317
198.343049,0.078118748
198.4092246,0.054232462
198.47525,0.077818268
198.535792,0.043265758
198.5803347,0.045819695
198.6335156,0.060542013
198.7083293,0.089085404
198.7836688,0.061593646
198.8590084,0.089085404
198.9438874,0.080672636
199.0202034,0.071959389
199.086379,0.060391822
199.1430151,0.052880398
199.2132469,0.087583148
199.2833284,0.052579917
199.3263688,0.033500927
199.3872113,0.08818406
199.4587951,0.054983565
199.5399936,0.107413291
199.6187883,0.05017627
199.6876681,0.087583148
199.7578998,0.052880398
199.8192681,0.069856172
199.8811622,0.053931982
199.9345684,0.052880398
199.9836179,0.045218734
200.0342449,0.056035149
200.0940358,0.063546622
200.1580331,0.064447965
200.2109135,0.041312831
200.257935,0.052730158
200.311942,0.055283996
200.3693292,0.059490429
200.4216838,0.045218783
200.4822259,0.075865292
200.5425426,0.044768062
200.5920428,0.054232462
200.66911,0.099901868
200.7453509,0.052579917
200.8082966,0.073311453
200.8743219,0.058739277
200.9561213,0.104859403
201.0494131,0.08172422
201.1116076,0.042664846
201.1535965,0.041312831
201.2097819,0.071057996
201.2750561,0.059490429
201.3343212,0.059039758
201.4252093,0.12273657
201.5332235,0.093291836
201.5973866,0.035034342
201.6942088,0.158610033
201.8140755,0.081123308
201.8965509,0.083827436
202.0221418,0.167354392
202.1328601,0.054082222
202.1980592,0.076316013
202.269643,0.066851613
202.334091,0.062044317
202.38607,0.041913694
202.4323403,0.050626991
202.4833429,0.051378094
202.5298385,0.041613262
202.5871507,0.073010972
202.6609879,0.074663517
202.7271635,0.057687693
202.7767389,0.041463022
202.8245115,0.054082222
202.8818236,0.060542013
202.958365,0.092540684
203.113626,0.217981383
203.2913462,0.137458937
203.4062708,0.092390444
203.4771035,0.049274926
203.5340401,0.064598156
203.5747519,0.016825583
203.6325899,0.098850284
203.7113096,0.058589086
203.7626877,0.044167101
203.8145915,0.05964067
203.8840722,0.079320572
203.9731576,0.098850284
,
,
,
206.815253,0.004922683
207.8504016,0.004922683
207.8885596,0.076316013
207.9777201,0.102005084
208.050656,0.04386667
208.0964005,0.047622382
208.151985,0.063546622
208.2403193,0.11312193
208.3274517,0.061142974
208.3777031,0.039359806
208.4262269,0.057687693
208.4988623,0.087583148
208.5800607,0.074813708
208.6469875,0.059039758
208.7146653,0.076316013
208.7860989,0.066551181
208.8579081,0.077067165
208.9496976,0.106511899
209.0029536,0.004922683
209.3839327,0.004922683
209.7614566,0.004922683
209.8732265,0.223539831
210.0534255,0.136858025
210.2087616,0.173814233
210.3207568,0.05017627
210.3581637,0.024637439
210.4014295,0.061894126
210.4868343,0.108915547
210.5875624,0.092540684
210.6835583,0.099451147
210.7965301,0.126492282
210.9571993,0.194846199
211.0815133,0.05378179
211.1297366,0.042664846
211.1762323,0.05032651
211.2252067,0.047622382
211.26682,0.035604143
211.306931,0.044617822
211.3519244,0.045368974
211.3987956,0.048373534
211.4394324,0.032899965
211.4832239,0.054683134
211.5213068,0.021482688
211.5518032,0.039510046
211.6050592,0.067001853
211.6749154,0.072710541
211.7757937,0.12904617
211.9144545,0.148275401
212.0810578,0.184931128
212.2722233,0.197400038
212.4266581,0.111469484
212.5877029,0.21062015
212.9221113,0.458196507
213.1775746,0.052730158
213.2231689,0.038458462
213.2598246,0.034852991
213.2981329,0.041763503
213.3471073,0.056185389
213.4229726,0.095545244
213.5095793,0.077668077
213.5782337,0.05964067
213.6486908,0.081273548
213.7980929,0.217530662
213.9326975,0.051678574
213.9846014,0.052129246
214.0350781,0.048824205
214.0877332,0.05648587
214.1357311,0.039510046
214.1803489,0.049725598
214.2327787,0.055133805
214.3046629,0.088634732
214.3724159,0.046871279
214.4134283,0.035153422
214.4564687,0.050927422
214.504016,0.04416715
214.5576475,0.063095901
214.66123,0.144069018
214.7948581,0.123187242
214.9446358,0.176368121
215.1189007,0.172161688
215.3716599,0.33335677
215.7111009,0.345525249
215.9485368,0.129346602
216.0720246,0.117628844
216.182818,0.103958011
216.2936865,0.117779035
216.4076347,0.11011742
216.5473471,0.169307368
216.7007303,0.137458937
216.8425459,0.146172234
217.0470067,0.262749396
217.2648378,0.17291284
217.4149911,0.127393675
217.4786879,0.004922683
218.0467014,0.004922683
218.6144144,0.004922683
218.7322685,0.23570831
218.8917359,0.083226525
218.9789435,0.09118862
219.0564613,0.063847053
219.1211346,0.065499549
219.2083422,0.108915596
219.3095962,0.093592268
219.4275254,0.142266233
219.5367414,0.076165822
219.6162122,0.082775804
219.6979365,0.080672636
219.7703465,0.064147534
219.8606338,0.11642697
219.9922338,0.146773097
220.1187261,0.106211468
220.2260643,0.108464875
220.3248395,0.089085453
220.4119719,0.085179451
220.5237418,0.13836033
220.6373896,0.088935213
220.7351131,0.106511899
220.8296819,0.082625613
220.9177157,0.093442027
220.9898253,0.050777231
221.0418044,0.053180829
221.103398,0.070006413
221.1681464,0.059490429
221.2490444,0.102305515
221.3681003,0.135806442
221.4773915,0.082775853
221.5485246,0.059490429
221.627019,0.09749822
221.737587,0.123637914
221.844174,0.089536124
221.9896702,0.201456231
222.1457575,0.110718332
222.2360448,0.069856172
222.3147644,0.087583148
222.4031738,0.089235644
222.502625,0.109666699
222.6000481,0.085179501
222.6862041,0.087132477
222.7915893,0.123637914
222.8978758,0.088935213
222.970962,0.057237022
223.0315791,0.063997244
223.1081204,0.089085453
223.2388191,0.172311928
223.3716961,0.093442027
223.459805,0.082775853
223.5573033,0.112220587
223.6636649,0.10050278
223.7679986,0.108164444
223.8634687,0.082775804
223.9664502,0.123187291
224.2000553,0.344022944
224.4328342,0.121534747
224.5317596,0.076316013
224.5888464,0.03785755
224.6577261,0.099901868
224.8032222,0.191090488
224.9290385,0.060542013
225.0174479,0.116276779
225.1111904,0.071208237
225.1766148,0.05964067
225.3034076,0.193944807
225.4845079,0.168255785
,
,
,
227.3126627,0.187433377
227.438378,0.063997293
227.5131918,0.085630172
227.5951413,0.078268989
227.7002261,0.13190049
,
,
,
228.159324,0.127694106
228.2656856,0.08502926
228.3622287,0.108056883
228.503819,0.175123617
228.6815929,0.180424264
228.8006489,0.057687693
228.8694882,0.079990845
228.9576859,0.096404646
229.0439574,0.076138402
229.1518828,0.139712394
229.2793516,0.115225147
229.3866898,0.099451196
229.5149097,0.1569886
229.6332581,0.079708332
229.7228694,0.099514157
229.8304644,0.115675818
229.963116,0.149627466
230.0889323,0.102005035
230.1810222,0.082174941
230.2897876,0.13535577
230.4177822,0.120633354
230.5204632,0.084728829
230.6883435,0.251031588
230.881462,0.13520553
231.0567034,0.215277254
231.2416345,0.154585001
231.3890837,0.140313257
231.5328522,0.147223818
231.6755692,0.13821009
231.7811046,0.072860781
231.8707158,0.106361659
231.9745987,0.101404172
232.1001145,0.149627466
232.2379491,0.126041611
232.3745818,0.147223769
232.5894835,0.282579588
232.7910899,0.120633354
232.8974205,0.092027888
233.0216594,0.156449861
233.1486334,0.097498171
233.2374935,0.080221965
233.31411,0.073010972
233.3506155,0.004922683
233.9446185,0.004922683
233.9446185,0.004922683
234.053534,0.004922683
234.087711,0.068353917
234.1631916,0.082607349
234.2515259,0.094061202
234.3153821,0.033651167
234.35677,0.049124686
234.4405974,0.118530187
234.5661132,0.132501402
234.6948589,0.124990027
234.791606,0.068504108
234.9066058,0.161495513
235.0247604,0.074813708
235.1113671,0.098399563
235.1967719,0.07241011
235.2720363,0.078118748
235.3493288,0.076466253
235.4134012,0.051678525
235.478375,0.078268989
235.5492076,0.063396381
235.6050175,0.048223294
235.6518136,0.045368974
235.7060262,0.063056224
235.7812906,0.087472585
235.8282568,0.00645984
235.8893998,0.115826059
235.9886256,0.082625613
236.0916823,0.123487723
236.2265874,0.146322425
236.3738112,0.148125161
236.5034582,0.111169003
236.5898396,0.061593646
236.656541,0.071809149
236.739467,0.094042939
236.8275434,0.082109863
236.9968508,0.256504874
237.2455113,0.240816086
237.4046031,0.077367596
237.5060072,0.125440699
237.6376824,0.137909658
237.7924928,0.171711016
237.9340079,0.111319244
238.0627536,0.146172185
238.1914242,0.111169003
238.3100295,0.126041611
238.4417047,0.137308697
238.5635399,0.106361708
238.6561557,0.078869901
238.7283404,0.065499549
238.80045,0.07871966
238.9601427,0.240665845
239.1402666,0.11958177
239.2989828,0.197850759
239.46491,0.134003706
239.5651245,0.066425161
,
,
239.7244384,0.063067448
239.7817765,0.051608869
239.8446938,0.074225743
239.9232933,0.082973154
240.0048721,0.080184356
,
,
,
241.1176229,0.155941004
241.2998256,0.208464409
241.458741,0.109366268
241.5524835,0.078118748
241.6279732,0.072860732
241.6946746,0.060542062
241.7645308,0.079170332
241.8526398,0.097047548
241.9545697,0.106812379
242.0744519,0.132952073
242.1802878,0.07871966
242.2759833,0.112671308
242.356055,0.047472141
242.4087101,0.057837934
242.4726322,0.070006413
242.5469953,0.07871966
242.6154994,0.058288605
242.6957213,0.102155275
242.7864593,0.079320622
242.8617988,0.071358477
242.9302278,0.065499549
243.0063185,0.086681756
243.0762498,0.053180879
243.1355149,0.065349308
243.1989864,0.061593646
243.2844663,0.109366268
243.3854198,0.092540635
243.4640725,0.064764789
243.550644,0.108378137
243.6445381,0.079410116
243.7264589,0.084431499
243.8002281,0.063106829
243.8702743,0.076985694
243.9519847,0.086435031
244.03163,0.072855563
244.1168306,0.097545625
244.2093353,0.087463872
244.3206324,0.135130361
244.456452,0.136508712
244.5749646,0.100516612
244.6652542,0.080062519
244.7451591,0.07974732
244.8182898,0.066513966
244.8828527,0.062611903
244.9781342,0.127951169
245.0887695,0.093319305
245.1986011,0.126343863
245.3485345,0.173523056
245.5155282,0.160464359
245.6819011,0.172281309
245.8383451,0.140606698
245.9765456,0.135794283
246.1286117,0.168337994
246.2127807,0.004922683
246.4604492,0.004922683
246.7699664,0.004922683
246.8345486,0.129164512
246.9679758,0.137689811
247.0850186,0.096395883
247.1332166,0.004922683
248.304873,0.004922683
249.8075323,0.004922683
249.9581363,0.301207858
250.3784752,0.539470056
250.8233153,0.350210215
251.1235645,0.250288066
251.354838,0.21225901
251.5490656,0.176196073
251.7897956,0.305264051
252.0615588,0.238262198
252.3709541,0.38052843
252.8324864,0.542536149
253.3679458,0.528382696
253.7726303,0.280986263
253.9827599,0.139272946
254.2737026,0.442612621
254.7188988,0.447779667
255.4306553,0.975733253
255.9185219,0.004922683
256.5747194,0.004922683
256.5747194,0.004922683
256.7662605,0.004922683
257.0643136,0.596106165
257.5516545,0.378575504
257.8669838,0.252083221
258.1305595,0.275068115
258.5435373,0.550887432
258.879523,0.121084075
259.020287,0.16044388
259.1598491,0.118680427
259.2917497,0.145120601
259.4236502,0.118680427
259.6319418,0.297902818
259.8650211,0.168255785
260.0389856,0.179673112
260.1955986,0.133553034
260.3581457,0.191541159
,
,
,
,
262.2717547,0.135956682
262.4253632,0.171260344
262.6010553,0.180123832
262.8786773,0.375120223
263.1671158,0.201756711
263.4581081,0.380227999
263.8081402,0.319836177
264.1654584,0.394800175
264.6240305,0.522344041
264.9913388,0.212272646
265.146675,0.098399612
265.2622757,0.132801882
265.4330854,0.208817414
265.601942,0.12889593
265.719646,0.106511899
265.8173695,0.088935213
265.931468,0.139261722
266.0510498,0.099901868
266.147271,0.092540635
266.253858,0.120633403
266.3828291,0.137308697
266.4965697,0.090172529
266.622387,0.161462137
266.7581902,0.11014415
266.9041603,0.181796117
267.0584778,0.126838938
267.2059748,0.168154968
267.3684401,0.156775694
267.6030232,0.312390471
267.87837,0.238303203
,
,
,
268.9525399,0.213132934
269.1112451,0.104277444
,
,
,
269.7103779,0.120557594
270,0.45868656
